Altersgruppe,Bildungsgruppe,Gender,Frequency,Freq_ges,Percent,LowerCL,UpperCL,Bundesland,Standard,Variable,BundeslandId
Gesamt,Gesamt,Gesamt,6245,22609,25.891,25.051,26.749,Deutschland,0,KAcyc1,0
Gesamt,Obere,Gesamt,3619,11593,31.186,29.993,32.404,Deutschland,1,KAcyc1,0
Gesamt,Obere,Gesamt,3619,11593,31.603,30.488,32.74,Deutschland,0,KAcyc1,0
Gesamt,Mittlere,Gesamt,2368,9629,25.387,24.249,26.56,Deutschland,0,KAcyc1,0
Gesamt,Mittlere,Gesamt,2368,9629,25.54,24.348,26.769,Deutschland,1,KAcyc1,0
Gesamt,Untere,Gesamt,243,1328,19.256,16.862,21.9,Deutschland,0,KAcyc1,0
Gesamt,Untere,Gesamt,243,1328,20.733,17.959,23.811,Deutschland,1,KAcyc1,0
Gesamt,Gesamt,Männer,44,94,40.307,29.99,51.56,Bremen,1,KAcyc1,4
Gesamt,Gesamt,Männer,44,94,40.497,24.96,58.203,Bremen,0,KAcyc1,4
Gesamt,Gesamt,Männer,54,237,26.748,19.334,35.745,Thüringen,1,KAcyc1,16
Gesamt,Gesamt,Männer,54,237,26.767,18.942,36.375,Thüringen,0,KAcyc1,16
Gesamt,Gesamt,Männer,63,184,33.615,24.377,44.304,Mecklenburg-Vorpommern,0,KAcyc1,13
Gesamt,Gesamt,Männer,63,184,34.192,25.556,44.021,Mecklenburg-Vorpommern,1,KAcyc1,13
Gesamt,Gesamt,Männer,81,265,35.606,27.683,44.403,Sachsen-Anhalt,0,KAcyc1,15
Gesamt,Gesamt,Männer,81,265,35.83,27.803,44.737,Sachsen-Anhalt,1,KAcyc1,15
Gesamt,Gesamt,Männer,94,272,29.305,22.864,36.697,Hamburg,1,KAcyc1,2
Gesamt,Gesamt,Männer,94,272,30.83,23.208,39.662,Hamburg,0,KAcyc1,2
Gesamt,Gesamt,Männer,102,331,24.352,18.652,31.128,Schleswig-Holstein,1,KAcyc1,1
Gesamt,Gesamt,Männer,102,331,25.554,19.346,32.939,Schleswig-Holstein,0,KAcyc1,1
Gesamt,Gesamt,Männer,115,379,26.562,20.874,33.151,Brandenburg,0,KAcyc1,12
Gesamt,Gesamt,Männer,115,379,27.088,20.911,34.298,Brandenburg,1,KAcyc1,12
Gesamt,Gesamt,Männer,124,463,23.152,18.164,29.023,Rheinland-Pfalz,0,KAcyc1,7
Gesamt,Gesamt,Männer,124,463,23.31,18.144,29.418,Rheinland-Pfalz,1,KAcyc1,7
Gesamt,Gesamt,Männer,130,458,26.661,21.014,33.187,Sachsen,0,KAcyc1,14
Gesamt,Gesamt,Männer,130,458,27.611,21.637,34.507,Sachsen,1,KAcyc1,14
Gesamt,Gesamt,Männer,134,851,13.729,10.826,17.26,Saarland,0,KAcyc1,10
Gesamt,Gesamt,Männer,134,851,14.335,11.124,18.283,Saarland,1,KAcyc1,10
Gesamt,Gesamt,Männer,182,692,22.579,18.528,27.219,Hessen,1,KAcyc1,6
Gesamt,Gesamt,Männer,182,692,22.862,18.783,27.528,Hessen,0,KAcyc1,6
Gesamt,Gesamt,Männer,311,913,31.928,27.552,36.648,Berlin,1,KAcyc1,11
Gesamt,Gesamt,Männer,311,913,31.954,27.591,36.658,Berlin,0,KAcyc1,11
Gesamt,Gesamt,Männer,342,873,34.419,29.944,39.188,Niedersachsen,1,KAcyc1,3
Gesamt,Gesamt,Männer,342,873,34.831,30.391,39.552,Niedersachsen,0,KAcyc1,3
Gesamt,Gesamt,Männer,361,1233,27.467,24.149,31.056,Baden-Württemberg,1,KAcyc1,8
Gesamt,Gesamt,Männer,361,1233,27.589,24.307,31.132,Baden-Württemberg,0,KAcyc1,8
Gesamt,Gesamt,Männer,457,1388,30.332,27.041,33.838,Bayern,1,KAcyc1,9
Gesamt,Gesamt,Männer,457,1388,30.588,27.312,34.071,Bayern,0,KAcyc1,9
Gesamt,Gesamt,Männer,652,1986,30.326,27.43,33.388,Nordrhein-Westfalen,0,KAcyc1,5
Gesamt,Gesamt,Männer,652,1986,30.514,27.551,33.649,Nordrhein-Westfalen,1,KAcyc1,5
Gesamt,Gesamt,Männer,3251,10642,29.096,27.809,30.418,Deutschland,0,KAcyc1,0
Gesamt,Obere,Männer,2083,6361,32.659,31.046,34.313,Deutschland,1,KAcyc1,0
Gesamt,Obere,Männer,2083,6361,32.763,31.292,34.268,Deutschland,0,KAcyc1,0
Gesamt,Mittlere,Männer,1042,3776,27.731,25.933,29.603,Deutschland,0,KAcyc1,0
Gesamt,Mittlere,Männer,1042,3776,27.783,25.947,29.698,Deutschland,1,KAcyc1,0
Gesamt,Untere,Männer,117,474,25.695,21.197,30.774,Deutschland,1,KAcyc1,0
Gesamt,Untere,Männer,117,474,26.366,21.92,31.351,Deutschland,0,KAcyc1,0
18 - 29 Jahre,Gesamt,Frauen,325,892,34.088,30.217,38.184,Deutschland,0,KAgfa,0
18 - 29 Jahre,Gesamt,Gesamt,937,2088,43.379,40.628,46.171,Deutschland,0,KAgfa,0
18 - 29 Jahre,Gesamt,Männer,605,1183,50.864,47.105,54.614,Deutschland,0,KAgfa,0
30 - 44 Jahre,Gesamt,Frauen,486,1882,24.87,22.251,27.687,Deutschland,0,KAgfa,0
30 - 44 Jahre,Gesamt,Gesamt,1091,3730,28.242,26.244,30.331,Deutschland,0,KAgfa,0
30 - 44 Jahre,Gesamt,Männer,602,1838,31.815,28.844,34.941,Deutschland,0,KAgfa,0
45 - 64 Jahre,Gesamt,Frauen,1285,4772,24.237,22.586,25.969,Deutschland,0,KAgfa,0
45 - 64 Jahre,Gesamt,Gesamt,2322,8872,23.116,21.896,24.384,Deutschland,0,KAgfa,0
45 - 64 Jahre,Gesamt,Männer,1034,4083,22.095,20.321,23.977,Deutschland,0,KAgfa,0
65 + Jahre,Gesamt,Frauen,923,4243,15.421,13.992,16.967,Deutschland,0,KAgfa,0
65 + Jahre,Gesamt,Gesamt,1815,7699,18.135,16.916,19.421,Deutschland,0,KAgfa,0
65 + Jahre,Gesamt,Männer,890,3437,21.57,19.554,23.732,Deutschland,0,KAgfa,0
Gesamt,Gesamt,Frauen,19,86,25.536,16.093,38.01,Bremen,1,KAgfa,4
Gesamt,Gesamt,Frauen,19,86,35.646,20.424,54.45,Bremen,0,KAgfa,4
Gesamt,Gesamt,Frauen,39,267,12.507,7.989,19.05,Thüringen,0,KAgfa,16
Gesamt,Gesamt,Frauen,39,267,12.531,8.081,18.927,Thüringen,1,KAgfa,16
Gesamt,Gesamt,Frauen,47,229,14.644,9.387,22.125,Mecklenburg-Vorpommern,0,KAgfa,13
Gesamt,Gesamt,Frauen,47,229,17.136,11.013,25.682,Mecklenburg-Vorpommern,1,KAgfa,13
Gesamt,Gesamt,Frauen,52,271,20.256,14.505,27.553,Sachsen-Anhalt,0,KAgfa,15
Gesamt,Gesamt,Frauen,52,271,22.142,15.498,30.603,Sachsen-Anhalt,1,KAgfa,15
Gesamt,Gesamt,Frauen,99,364,25.531,19.757,32.314,Hamburg,1,KAgfa,2
Gesamt,Gesamt,Frauen,99,364,25.669,19.583,32.874,Hamburg,0,KAgfa,2
Gesamt,Gesamt,Frauen,100,427,23.294,17.819,29.84,Brandenburg,0,KAgfa,12
Gesamt,Gesamt,Frauen,100,427,26.157,20.323,32.972,Brandenburg,1,KAgfa,12
Gesamt,Gesamt,Frauen,102,466,21.916,16.988,27.795,Sachsen,0,KAgfa,14
Gesamt,Gesamt,Frauen,102,466,25.308,19.375,32.33,Sachsen,1,KAgfa,14
Gesamt,Gesamt,Frauen,118,403,24.626,19.406,30.715,Schleswig-Holstein,0,KAgfa,1
Gesamt,Gesamt,Frauen,118,403,25.485,19.514,32.544,Schleswig-Holstein,1,KAgfa,1
Gesamt,Gesamt,Frauen,127,490,25.725,20.553,31.679,Rheinland-Pfalz,0,KAgfa,7
Gesamt,Gesamt,Frauen,127,490,26.139,20.708,32.413,Rheinland-Pfalz,1,KAgfa,7
Gesamt,Gesamt,Frauen,199,727,25.638,21.291,30.528,Hessen,0,KAgfa,6
Gesamt,Gesamt,Frauen,199,727,26.353,21.816,31.454,Hessen,1,KAgfa,6
Gesamt,Gesamt,Frauen,250,1095,22.031,18.352,26.21,Saarland,0,KAgfa,10
Gesamt,Gesamt,Frauen,250,1095,24.62,20.115,29.758,Saarland,1,KAgfa,10
Gesamt,Gesamt,Frauen,253,908,24.994,21.424,28.94,Niedersachsen,0,KAgfa,3
Gesamt,Gesamt,Frauen,253,908,25.226,21.444,29.424,Niedersachsen,1,KAgfa,3
Gesamt,Gesamt,Frauen,301,1132,24.757,21.32,28.546,Berlin,0,KAgfa,11
Gesamt,Gesamt,Frauen,301,1132,25.239,21.756,29.072,Berlin,1,KAgfa,11
Gesamt,Gesamt,Frauen,360,1277,25.894,22.772,29.282,Baden-Württemberg,0,KAgfa,8
Gesamt,Gesamt,Frauen,360,1277,26.282,23.036,29.808,Baden-Württemberg,1,KAgfa,8
Gesamt,Gesamt,Frauen,405,1561,21.32,18.827,24.044,Bayern,0,KAgfa,9
Gesamt,Gesamt,Frauen,405,1561,21.833,19.222,24.689,Bayern,1,KAgfa,9
Gesamt,Gesamt,Frauen,542,2067,22.764,20.32,25.408,Nordrhein-Westfalen,0,KAgfa,5
Gesamt,Gesamt,Frauen,542,2067,23.594,21.015,26.385,Nordrhein-Westfalen,1,KAgfa,5
Gesamt,Gesamt,Frauen,3019,11789,23.329,22.219,24.476,Deutschland,0,KAgfa,0
Gesamt,Obere,Frauen,1508,5153,29.556,27.838,31.334,Deutschland,1,KAgfa,0
Gesamt,Obere,Frauen,1508,5153,29.934,28.215,31.712,Deutschland,0,KAgfa,0
Gesamt,Mittlere,Frauen,1390,5775,24.165,22.697,25.696,Deutschland,0,KAgfa,0
Gesamt,Mittlere,Frauen,1390,5775,24.561,22.986,26.207,Deutschland,1,KAgfa,0
Gesamt,Untere,Frauen,114,837,14.202,11.62,17.245,Deutschland,0,KAgfa,0
Gesamt,Untere,Frauen,114,837,15.836,12.653,19.64,Deutschland,1,KAgfa,0
Gesamt,Gesamt,Gesamt,51,178,31.644,24.301,40.033,Bremen,1,KAgfa,4
Gesamt,Gesamt,Gesamt,51,178,41.013,29.148,54.025,Bremen,0,KAgfa,4
Gesamt,Gesamt,Gesamt,90,503,19.518,14.676,25.481,Thüringen,0,KAgfa,16
Gesamt,Gesamt,Gesamt,90,503,20.239,15.449,26.056,Thüringen,1,KAgfa,16
Gesamt,Gesamt,Gesamt,99,414,20.117,15.011,26.421,Mecklenburg-Vorpommern,0,KAgfa,13
Gesamt,Gesamt,Gesamt,99,414,22.438,17.172,28.758,Mecklenburg-Vorpommern,1,KAgfa,13
Gesamt,Gesamt,Gesamt,112,537,19.544,15.422,24.448,Sachsen-Anhalt,0,KAgfa,15
Gesamt,Gesamt,Gesamt,112,537,21.174,16.496,26.753,Sachsen-Anhalt,1,KAgfa,15
Gesamt,Gesamt,Gesamt,177,636,26.564,22.165,31.483,Hamburg,1,KAgfa,2
Gesamt,Gesamt,Gesamt,177,636,27.271,22.526,32.594,Hamburg,0,KAgfa,2
Gesamt,Gesamt,Gesamt,209,802,24.337,20.349,28.825,Brandenburg,0,KAgfa,12
Gesamt,Gesamt,Gesamt,209,802,26.967,22.576,31.861,Brandenburg,1,KAgfa,12
Gesamt,Gesamt,Gesamt,213,919,22.529,19.005,26.491,Sachsen,0,KAgfa,14
Gesamt,Gesamt,Gesamt,213,919,24.55,20.572,29.017,Sachsen,1,KAgfa,14
Gesamt,Gesamt,Gesamt,220,733,23.804,19.927,28.17,Schleswig-Holstein,0,KAgfa,1
Gesamt,Gesamt,Gesamt,220,733,24.818,20.631,29.539,Schleswig-Holstein,1,KAgfa,1
Gesamt,Gesamt,Gesamt,248,953,27.865,23.808,32.32,Rheinland-Pfalz,0,KAgfa,7
Gesamt,Gesamt,Gesamt,248,953,28.482,24.239,33.142,Rheinland-Pfalz,1,KAgfa,7
Gesamt,Gesamt,Gesamt,402,1414,27.4,24.135,30.928,Hessen,0,KAgfa,6
Gesamt,Gesamt,Gesamt,402,1414,27.859,24.507,31.478,Hessen,1,KAgfa,6
Gesamt,Gesamt,Gesamt,475,1942,23.988,21.156,27.069,Saarland,0,KAgfa,10
Gesamt,Gesamt,Gesamt,475,1942,25.962,22.635,29.591,Saarland,1,KAgfa,10
Gesamt,Gesamt,Gesamt,519,1768,26.631,23.864,29.594,Niedersachsen,0,KAgfa,3
Gesamt,Gesamt,Gesamt,519,1768,26.8,23.924,29.887,Niedersachsen,1,KAgfa,3
Gesamt,Gesamt,Gesamt,578,2048,29.684,26.623,32.939,Berlin,0,KAgfa,11
Gesamt,Gesamt,Gesamt,578,2048,29.733,26.718,32.934,Berlin,1,KAgfa,11
Gesamt,Gesamt,Gesamt,751,2509,28.135,25.813,30.578,Baden-Württemberg,0,KAgfa,8
Gesamt,Gesamt,Gesamt,751,2509,28.249,25.878,30.747,Baden-Württemberg,1,KAgfa,8
Gesamt,Gesamt,Gesamt,855,2946,27.291,25.123,29.571,Bayern,0,KAgfa,9
Gesamt,Gesamt,Gesamt,855,2946,27.444,25.236,29.768,Bayern,1,KAgfa,9
Gesamt,Gesamt,Gesamt,1153,4045,26.181,24.274,28.182,Nordrhein-Westfalen,0,KAgfa,5
Gesamt,Gesamt,Gesamt,1153,4045,27.049,25.055,29.139,Nordrhein-Westfalen,1,KAgfa,5
Gesamt,Gesamt,Gesamt,6165,22389,26.313,25.456,27.189,Deutschland,0,KAgfa,0
Gesamt,Obere,Gesamt,3457,11494,31.189,30.05,32.351,Deutschland,0,KAgfa,0
Gesamt,Obere,Gesamt,3457,11494,31.738,30.512,32.989,Deutschland,1,KAgfa,0
Gesamt,Mittlere,Gesamt,2431,9531,26.109,24.942,27.31,Deutschland,0,KAgfa,0
Gesamt,Mittlere,Gesamt,2431,9531,26.294,25.079,27.546,Deutschland,1,KAgfa,0
Gesamt,Untere,Gesamt,260,1310,19.832,17.409,22.5,Deutschland,0,KAgfa,0
Gesamt,Untere,Gesamt,260,1310,20.327,17.628,23.323,Deutschland,1,KAgfa,0
Gesamt,Gesamt,Männer,32,92,36.857,26.562,48.508,Bremen,1,KAgfa,4
Gesamt,Gesamt,Männer,32,92,46.707,29.819,64.385,Bremen,0,KAgfa,4
Gesamt,Gesamt,Männer,50,182,22.85,15.491,32.365,Mecklenburg-Vorpommern,0,KAgfa,13
Gesamt,Gesamt,Männer,50,182,25.325,17.792,34.7,Mecklenburg-Vorpommern,1,KAgfa,13
Gesamt,Gesamt,Männer,51,234,27.549,19.369,37.575,Thüringen,0,KAgfa,16
Gesamt,Gesamt,Männer,51,234,28.602,20.643,38.154,Thüringen,1,KAgfa,16
Gesamt,Gesamt,Männer,60,264,18.931,13.457,25.964,Sachsen-Anhalt,0,KAgfa,15
Gesamt,Gesamt,Männer,60,264,20.353,14.268,28.181,Sachsen-Anhalt,1,KAgfa,15
Gesamt,Gesamt,Männer,77,269,28.095,21.645,35.594,Hamburg,1,KAgfa,2
Gesamt,Gesamt,Männer,77,269,29.242,22.131,37.538,Hamburg,0,KAgfa,2
Gesamt,Gesamt,Männer,102,329,22.939,17.485,29.487,Schleswig-Holstein,0,KAgfa,1
Gesamt,Gesamt,Männer,102,329,24.157,18.625,30.711,Schleswig-Holstein,1,KAgfa,1
Gesamt,Gesamt,Männer,109,374,25.591,20.029,32.078,Brandenburg,0,KAgfa,12
Gesamt,Gesamt,Männer,109,374,27.978,21.677,35.285,Brandenburg,1,KAgfa,12
Gesamt,Gesamt,Männer,110,450,23.077,18.291,28.676,Sachsen,0,KAgfa,14
Gesamt,Gesamt,Männer,110,450,23.688,18.718,29.498,Sachsen,1,KAgfa,14
Gesamt,Gesamt,Männer,121,461,30.64,24.554,37.485,Rheinland-Pfalz,0,KAgfa,7
Gesamt,Gesamt,Männer,121,461,31.264,24.971,38.333,Rheinland-Pfalz,1,KAgfa,7
Gesamt,Gesamt,Männer,203,684,29.389,24.64,34.632,Hessen,0,KAgfa,6
Gesamt,Gesamt,Männer,203,684,29.51,24.72,34.799,Hessen,1,KAgfa,6
Gesamt,Gesamt,Männer,224,844,25.97,21.777,30.654,Saarland,0,KAgfa,10
Gesamt,Gesamt,Männer,224,844,27.202,22.481,32.499,Saarland,1,KAgfa,10
Gesamt,Gesamt,Männer,266,860,28.361,24.218,32.905,Niedersachsen,0,KAgfa,3
Gesamt,Gesamt,Männer,266,860,28.393,24.171,33.032,Niedersachsen,1,KAgfa,3
Gesamt,Gesamt,Männer,273,906,34.142,29.346,39.285,Berlin,1,KAgfa,11
Gesamt,Gesamt,Männer,273,906,34.802,29.833,40.126,Berlin,0,KAgfa,11
Gesamt,Gesamt,Männer,388,1225,29.721,26.384,33.29,Baden-Württemberg,1,KAgfa,8
Gesamt,Gesamt,Männer,388,1225,29.982,26.651,33.538,Baden-Württemberg,0,KAgfa,8
Gesamt,Gesamt,Männer,447,1375,32.772,29.37,36.366,Bayern,1,KAgfa,9
Gesamt,Gesamt,Männer,447,1375,33.196,29.794,36.783,Bayern,0,KAgfa,9
Gesamt,Gesamt,Männer,611,1969,29.864,26.976,32.922,Nordrhein-Westfalen,0,KAgfa,5
Gesamt,Gesamt,Männer,611,1969,30.559,27.584,33.706,Nordrhein-Westfalen,1,KAgfa,5
Gesamt,Gesamt,Männer,3131,10541,29.36,28.064,30.69,Deutschland,0,KAgfa,0
Gesamt,Obere,Männer,1942,6313,32.158,30.647,33.707,Deutschland,0,KAgfa,0
Gesamt,Obere,Männer,1942,6313,33.986,32.26,35.755,Deutschland,1,KAgfa,0
Gesamt,Mittlere,Männer,1037,3735,28.073,26.236,29.986,Deutschland,1,KAgfa,0
Gesamt,Mittlere,Männer,1037,3735,28.251,26.429,30.148,Deutschland,0,KAgfa,0
Gesamt,Untere,Männer,142,464,24.26,20.047,29.038,Deutschland,1,KAgfa,0
Gesamt,Untere,Männer,142,464,27.697,23.265,32.614,Deutschland,0,KAgfa,0
18 - 29 Jahre,Gesamt,Frauen,547,895,58.863,54.582,63.014,Deutschland,0,KAgfkaB,0
18 - 29 Jahre,Gesamt,Gesamt,1389,2093,64.586,61.796,67.281,Deutschland,0,KAgfkaB,0
18 - 29 Jahre,Gesamt,Männer,834,1185,69.281,65.592,72.74,Deutschland,0,KAgfkaB,0
30 - 44 Jahre,Gesamt,Frauen,933,1884,46.241,43.099,49.413,Deutschland,0,KAgfkaB,0
30 - 44 Jahre,Gesamt,Gesamt,1975,3736,49.871,47.585,52.158,Deutschland,0,KAgfkaB,0
30 - 44 Jahre,Gesamt,Männer,1036,1842,53.506,50.207,56.774,Deutschland,0,KAgfkaB,0
45 - 64 Jahre,Gesamt,Frauen,2551,4781,47.304,45.269,49.348,Deutschland,0,KAgfkaB,0
45 - 64 Jahre,Gesamt,Gesamt,4693,8887,46.75,45.208,48.297,Deutschland,0,KAgfkaB,0
45 - 64 Jahre,Gesamt,Männer,2137,4089,46.401,44.086,48.731,Deutschland,0,KAgfkaB,0
65 + Jahre,Gesamt,Frauen,1832,4259,33.293,31.241,35.411,Deutschland,0,KAgfkaB,0
65 + Jahre,Gesamt,Gesamt,3511,7727,37.373,35.74,39.037,Deutschland,0,KAgfkaB,0
65 + Jahre,Gesamt,Männer,1673,3449,42.568,39.993,45.184,Deutschland,0,KAgfkaB,0
Gesamt,Gesamt,Frauen,46,86,52.842,40.7,64.658,Bremen,1,KAgfkaB,4
Gesamt,Gesamt,Frauen,46,86,58.567,42.965,72.62,Bremen,0,KAgfkaB,4
Gesamt,Gesamt,Frauen,93,267,35.383,27.583,44.048,Thüringen,0,KAgfkaB,16
Gesamt,Gesamt,Frauen,93,267,37.51,29.608,46.139,Thüringen,1,KAgfkaB,16
Gesamt,Gesamt,Frauen,102,231,38.503,29.713,48.112,Mecklenburg-Vorpommern,0,KAgfkaB,13
Gesamt,Gesamt,Frauen,102,231,40.877,31.933,50.469,Mecklenburg-Vorpommern,1,KAgfkaB,13
Gesamt,Gesamt,Frauen,120,271,44.114,36.39,52.133,Sachsen-Anhalt,0,KAgfkaB,15
Gesamt,Gesamt,Frauen,120,271,46.303,37.913,54.908,Sachsen-Anhalt,1,KAgfkaB,15
Gesamt,Gesamt,Frauen,188,365,46.493,39.253,53.883,Hamburg,0,KAgfkaB,2
Gesamt,Gesamt,Frauen,188,365,47.191,40.231,54.262,Hamburg,1,KAgfkaB,2
Gesamt,Gesamt,Frauen,209,427,44.421,37.998,51.036,Brandenburg,0,KAgfkaB,12
Gesamt,Gesamt,Frauen,209,427,46.361,39.75,53.104,Brandenburg,1,KAgfkaB,12
Gesamt,Gesamt,Frauen,217,403,46.769,39.808,53.858,Schleswig-Holstein,0,KAgfkaB,1
Gesamt,Gesamt,Frauen,217,403,48.616,41.079,56.216,Schleswig-Holstein,1,KAgfkaB,1
Gesamt,Gesamt,Frauen,217,468,44.128,37.906,50.541,Sachsen,0,KAgfkaB,14
Gesamt,Gesamt,Frauen,217,468,48.875,42.096,55.695,Sachsen,1,KAgfkaB,14
Gesamt,Gesamt,Frauen,244,490,44.318,38.1,50.72,Rheinland-Pfalz,0,KAgfkaB,7
Gesamt,Gesamt,Frauen,244,490,44.786,38.223,51.536,Rheinland-Pfalz,1,KAgfkaB,7
Gesamt,Gesamt,Frauen,352,728,43.839,38.808,49,Hessen,0,KAgfkaB,6
Gesamt,Gesamt,Frauen,352,728,44.856,39.643,50.183,Hessen,1,KAgfkaB,6
Gesamt,Gesamt,Frauen,482,1097,39.709,35.27,44.324,Saarland,0,KAgfkaB,10
Gesamt,Gesamt,Frauen,482,1097,42.883,37.66,48.27,Saarland,1,KAgfkaB,10
Gesamt,Gesamt,Frauen,506,909,48.754,44.289,53.238,Niedersachsen,0,KAgfkaB,3
Gesamt,Gesamt,Frauen,506,909,49.335,44.67,54.013,Niedersachsen,1,KAgfkaB,3
Gesamt,Gesamt,Frauen,527,1135,43.131,38.882,47.482,Berlin,0,KAgfkaB,11
Gesamt,Gesamt,Frauen,527,1135,43.943,39.712,48.265,Berlin,1,KAgfkaB,11
Gesamt,Gesamt,Frauen,684,1281,48.161,44.404,51.94,Baden-Württemberg,0,KAgfkaB,8
Gesamt,Gesamt,Frauen,684,1281,48.494,44.649,52.356,Baden-Württemberg,1,KAgfkaB,8
Gesamt,Gesamt,Frauen,850,1569,45.848,42.398,49.338,Bayern,0,KAgfkaB,9
Gesamt,Gesamt,Frauen,850,1569,46.594,43.067,50.154,Bayern,1,KAgfkaB,9
Gesamt,Gesamt,Frauen,1016,2073,42.24,39.246,45.292,Nordrhein-Westfalen,0,KAgfkaB,5
Gesamt,Gesamt,Frauen,1016,2073,43.64,40.512,46.82,Nordrhein-Westfalen,1,KAgfkaB,5
Gesamt,Gesamt,Frauen,5863,11819,44.792,43.451,46.141,Deutschland,0,KAgfkaB,0
Gesamt,Obere,Frauen,2883,5164,56.152,54.259,58.027,Deutschland,1,KAgfkaB,0
Gesamt,Obere,Frauen,2883,5164,56.554,54.693,58.397,Deutschland,0,KAgfkaB,0
Gesamt,Mittlere,Frauen,2725,5793,46.715,45.004,48.434,Deutschland,0,KAgfkaB,0
Gesamt,Mittlere,Frauen,2725,5793,47.157,45.343,48.979,Deutschland,1,KAgfkaB,0
Gesamt,Untere,Frauen,242,838,27.358,23.993,31.004,Deutschland,0,KAgfkaB,0
Gesamt,Untere,Frauen,242,838,29.701,25.637,34.112,Deutschland,1,KAgfkaB,0
Gesamt,Gesamt,Gesamt,103,180,56.92,48.574,64.89,Bremen,1,KAgfkaB,4
Gesamt,Gesamt,Gesamt,103,180,60.831,49.518,71.09,Bremen,0,KAgfkaB,4
Gesamt,Gesamt,Gesamt,194,416,44.182,37.167,51.437,Mecklenburg-Vorpommern,0,KAgfkaB,13
Gesamt,Gesamt,Gesamt,194,416,46.636,39.943,53.453,Mecklenburg-Vorpommern,1,KAgfkaB,13
Gesamt,Gesamt,Gesamt,196,503,38.953,32.969,45.29,Thüringen,0,KAgfkaB,16
Gesamt,Gesamt,Gesamt,196,503,40.953,35.031,47.149,Thüringen,1,KAgfkaB,16
Gesamt,Gesamt,Gesamt,251,537,46.461,40.709,52.308,Sachsen-Anhalt,0,KAgfkaB,15
Gesamt,Gesamt,Gesamt,251,537,48.258,42.209,54.358,Sachsen-Anhalt,1,KAgfkaB,15
Gesamt,Gesamt,Gesamt,329,637,47.933,42.666,53.247,Hamburg,1,KAgfkaB,2
Gesamt,Gesamt,Gesamt,329,637,48.036,42.366,53.757,Hamburg,0,KAgfkaB,2
Gesamt,Gesamt,Gesamt,394,734,43.988,38.889,49.217,Schleswig-Holstein,0,KAgfkaB,1
Gesamt,Gesamt,Gesamt,394,734,44.913,39.637,50.306,Schleswig-Holstein,1,KAgfkaB,1
Gesamt,Gesamt,Gesamt,397,803,43.074,38.375,47.901,Brandenburg,0,KAgfkaB,12
Gesamt,Gesamt,Gesamt,397,803,45.533,40.544,50.614,Brandenburg,1,KAgfkaB,12
Gesamt,Gesamt,Gesamt,438,922,47.013,42.437,51.639,Sachsen,0,KAgfkaB,14
Gesamt,Gesamt,Gesamt,438,922,50.347,45.539,55.148,Sachsen,1,KAgfkaB,14
Gesamt,Gesamt,Gesamt,495,953,47.681,43.047,52.356,Rheinland-Pfalz,0,KAgfkaB,7
Gesamt,Gesamt,Gesamt,495,953,48.255,43.434,53.108,Rheinland-Pfalz,1,KAgfkaB,7
Gesamt,Gesamt,Gesamt,708,1415,46.315,42.632,50.038,Hessen,0,KAgfkaB,6
Gesamt,Gesamt,Gesamt,708,1415,46.886,43.133,50.676,Hessen,1,KAgfkaB,6
Gesamt,Gesamt,Gesamt,905,1945,44.027,40.657,47.453,Saarland,0,KAgfkaB,10
Gesamt,Gesamt,Gesamt,905,1945,46.57,42.789,50.391,Saarland,1,KAgfkaB,10
Gesamt,Gesamt,Gesamt,999,1774,49.714,46.38,53.05,Niedersachsen,0,KAgfkaB,3
Gesamt,Gesamt,Gesamt,999,1774,49.932,46.484,53.38,Niedersachsen,1,KAgfkaB,3
Gesamt,Gesamt,Gesamt,1005,2053,47.642,44.283,51.023,Berlin,0,KAgfkaB,11
Gesamt,Gesamt,Gesamt,1005,2053,48.069,44.743,51.412,Berlin,1,KAgfkaB,11
Gesamt,Gesamt,Gesamt,1369,2515,49.965,47.248,52.681,Baden-Württemberg,0,KAgfkaB,8
Gesamt,Gesamt,Gesamt,1369,2515,50.081,47.318,52.845,Baden-Württemberg,1,KAgfkaB,8
Gesamt,Gesamt,Gesamt,1649,2959,50.978,48.395,53.556,Bayern,0,KAgfkaB,9
Gesamt,Gesamt,Gesamt,1649,2959,51.202,48.58,53.817,Bayern,1,KAgfkaB,9
Gesamt,Gesamt,Gesamt,2115,4055,47.439,45.193,49.695,Nordrhein-Westfalen,0,KAgfkaB,5
Gesamt,Gesamt,Gesamt,2115,4055,48.489,46.182,50.801,Nordrhein-Westfalen,1,KAgfkaB,5
Gesamt,Gesamt,Gesamt,11568,22443,47.962,46.969,48.956,Deutschland,0,KAgfkaB,0
Gesamt,Obere,Gesamt,6477,11517,56.949,55.744,58.145,Deutschland,0,KAgfkaB,0
Gesamt,Obere,Gesamt,6477,11517,57.334,56.057,58.601,Deutschland,1,KAgfkaB,0
Gesamt,Mittlere,Gesamt,4586,9555,47.916,46.589,49.247,Deutschland,0,KAgfkaB,0
Gesamt,Mittlere,Gesamt,4586,9555,48.154,46.774,49.537,Deutschland,1,KAgfkaB,0
Gesamt,Untere,Gesamt,477,1315,35.058,32.078,38.16,Deutschland,0,KAgfkaB,0
Gesamt,Untere,Gesamt,477,1315,36.879,33.497,40.396,Deutschland,1,KAgfkaB,0
Gesamt,Gesamt,Männer,57,94,60.322,48.905,70.715,Bremen,1,KAgfkaB,4
